id,prospect_id,applicant,full_name,first_name,last_name,birthdate,email_address,inquiry_source,date_first_prospect,prospect_academic_term,date_first_inquire,inquiry_academic_term,prospect_source,hs_name,school_type,feeder_engagement,socal_expansion
,3269558,,Ruben Dunn,Ruben,Dunn,3/15/07,ruben.dunn@email.com,,8/6/24,202540,,,email,San Jose High School,,,
,3471409,3471409,Ana Souza,Ana,Souza,4/21/06,ana.souza@email.com,campus visit,5/2/24,202540,5/12/24,202540,email,Colegio Pedro II,,,
,3370147,,Kelsey Rodriguez,Kelsey,Rodriguez,1/7/07,kelsey.rodriguez@email.com,,6/16/24,202540,,,college board,Bakersfield High School,,,
,3423182,,Sophie Laurent,Sophie,Laurent,12/17/06,sophie.laurent@email.com,,7/16/24,202540,,,college fair,Lycee Louis-le-Grand,,,
,3937285,,Eric Williams,Eric,Williams,11/25/08,eric.williams@email.com,,5/21/24,202540,,,email,Austin High School,,,
,3446511,3446511,Riley Bryant,Riley,Bryant,10/26/08,riley.bryant@email.com,campus visit,8/20/24,202540,10/15/24,202540,email,The London Oratory School,,,
,3763691,3763691,Pratik Naik,Pratik,Naik,7/14/08,pratik.naik@email.com,campus visit,8/5/24,202540,10/2/24,202540,campus visit,Delhi Public School R.K. Puram,,,
,3469453,,Yui Nakamura,Yui,Nakamura,2/19/06,yui.nakamura@email.com,,7/14/24,202540,,,college board,Tokyo Metropolitan Kokusai High School,,,
,3883746,,Sakura Kobayashi,Sakura,Kobayashi,9/7/08,sakura.kobayashi@email.com,campus visit,8/11/24,202540,8/13/24,202540,college board,Tokyo Metropolitan Kokusai High School,,,
,3628274,,Prashant Batnager,Prashant,Batnager,9/12/07,prashant.batnager@email.com,,8/31/24,202540,,,college board,Delhi Public School R.K. Puram,,,
,3569496,,Jeffrey Mendez,Jeffrey,Mendez,7/29/08,jeffrey.mendez@email.com,email,8/16/24,202540,8/23/24,202540,college board,The London Oratory School,,,
,3733301,,Jason Beck,Jason,Beck,8/25/08,jason.beck@email.com,email,7/23/24,202540,8/10/24,202540,campus visit,San Jose High School,,,
,3435102,,William Jones,William,Jones,2/18/06,william.jones@email.com,,5/30/24,202540,,,college board,Dallas Science and Engineering Magnet,,,
,3941349,,Isabela Pereira,Isabela,Pereira,5/17/08,isabela.pereira@email.com,,6/12/24,202540,,,social media,Colegio Pedro II,,,
,3459288,,Katie Mcneil,Katie,Mcneil,2/12/07,katie.mcneil@email.com,,6/14/24,202540,,,college fair,Central High School,,,
,3967974,3967974,Jeanette Harrison,Jeanette,Harrison,6/1/06,jeanette.harrison@email.com,social media,7/6/24,202540,7/28/24,202540,college fair,Stuyvesant High School,,,
,3585180,3585180,Mia Hoffmann,Mia,Hoffmann,10/29/07,mia.hoffmann@email.com,social media,8/24/24,202540,10/1/24,202540,college board,Heinrich-Hertz-Gymnasium,,,
,3876128,,Veronica King,Veronica,King,8/31/08,veronica.king@email.com,email,5/30/24,202540,7/15/24,202540,college fair,Fresno High School,,,
,3840915,3840915,Richard Cooper,Richard,Cooper,7/20/07,richard.cooper@email.com,college board,5/23/24,202540,9/28/24,202540,college board,San Diego Charter High School,,,
,3784138,,Ana Souza,Ana,Souza,11/16/07,ana.souza@email.com,email,8/1/24,202540,11/16/24,202540,college board,San Diego Charter High School,,,
,3260463,,Lori Ingram,Lori,Ingram,1/2/07,lori.ingram@email.com,,7/3/24,202540,,,college fair,Bellaire High School,,,
,3238276,3238276,Evelyn Williams,Evelyn,Williams,4/13/08,evelyn.williams@email.com,campus visit,7/2/24,202540,10/11/24,202540,campus visit,Oakland Technical High School,,,
,3146984,,Robin Thompson,Robin,Thompson,8/9/07,robin.thompson@email.com,,5/31/24,202540,,,campus visit,Bakersfield High School,,,
,3465140,,Julie Dominguez,Julie,Dominguez,10/18/08,julie.dominguez@email.com,email,8/17/24,202540,8/23/24,202540,campus visit,Anaheim High School,,,
,3806324,,Robin Brown,Robin,Brown,6/30/07,robin.brown@email.com,social media,7/22/24,202540,9/27/24,202540,email,Lane Tech College Prep,,,
,3496367,,Judith Carter,Judith,Carter,5/23/07,judith.carter@email.com,,7/31/24,202540,,,college fair,Austin High School,,,
,3641361,3641361,Pratik Singh,Pratik,Singh,5/22/07,pratik.singh@email.com,email,6/4/24,202540,7/19/24,202540,college board,Delhi Public School R.K. Puram,,,
,3801436,,Kaylee Hays,Kaylee,Hays,2/4/06,kaylee.hays@email.com,,8/20/24,202540,,,campus visit,Northern Secondary School,,,
,3907995,,Dawn Mullins,Dawn,Mullins,4/29/06,dawn.mullins@email.com,college board,7/2/24,202540,9/7/24,202540,college board,Dallas Science and Engineering Magnet,,,
,3989392,,Howard Norman,Howard,Norman,10/21/06,howard.norman@email.com,college fair,7/10/24,202540,10/22/24,202540,email,Paxon School for Advanced Studies,,,
,3431301,3431301,Evelyn Martinez,Evelyn,Martinez,7/29/06,evelyn.martinez@email.com,social media,5/14/24,202540,10/25/24,202540,social media,Central High School,,,
,3465429,,Steve Paul,Steve,Paul,1/9/08,steve.paul@email.com,campus visit,5/23/24,202540,8/27/24,202540,college fair,Lane Tech College Prep,,,
,3688501,3688501,Takumi Fujita,Takumi,Fujita,8/27/06,takumi.fujita@email.com,college fair,8/27/24,202540,9/8/24,202540,email,Tokyo Metropolitan Kokusai High School,,,
,3921463,,Jasmine Beltran,Jasmine,Beltran,6/26/08,jasmine.beltran@email.com,,7/18/24,202540,,,college board,Rondebosch Boys High School,,,
,3734396,3734396,Jonathan Glass,Jonathan,Glass,6/27/07,jonathan.glass@email.com,high school visit,5/23/24,202540,8/6/24,202540,campus visit,Paxon School for Advanced Studies,,,
,3358215,,Monica Miller,Monica,Miller,8/6/08,monica.miller@email.com,,6/23/24,202540,,,college board,The London Oratory School,,,
,3976558,,Samantha Gardner,Samantha,Gardner,10/12/06,samantha.gardner@email.com,,5/11/24,202540,,,college board,Los Angeles Center for Enriched Studies,,,
,3712156,,Bobby Guerrero,Bobby,Guerrero,11/23/06,bobby.guerrero@email.com,email,5/13/24,202540,7/18/24,202540,campus visit,The London Oratory School,,,
,3459833,,Lance Simmons,Lance,Simmons,1/22/08,lance.simmons@email.com,,6/6/24,202540,,,college board,Austin High School,,,
,3308794,,Paul Weber,Paul,Weber,9/11/06,paul.weber@email.com,high school visit,6/7/24,202540,6/12/24,202540,college board,Heinrich-Hertz-Gymnasium,,,
,3890434,,Heather Williams,Heather,Williams,4/23/08,heather.williams@email.com,,7/28/24,202540,,,college fair,Austin High School,,,
,3397575,,Heather Bolton,Heather,Bolton,3/19/06,heather.bolton@email.com,college fair,8/15/24,202540,8/24/24,202540,campus visit,Phoenix Union Bioscience High School,,,
,3311840,,William Gould,William,Gould,7/28/08,william.gould@email.com,,6/28/24,202540,,,social media,Sydney Boys High School,,,
,3803834,3803834,Priya Mehta,Priya,Mehta,8/10/07,priya.mehta@email.com,high school visit,6/15/24,202540,9/1/24,202540,campus visit,Delhi Public School R.K. Puram,,,
,3860928,,Meghan Cisneros,Meghan,Cisneros,8/9/08,meghan.cisneros@email.com,,7/6/24,202540,,,social media,Central High School,,,
,3983068,,Chen Jie,Chen,Jie,9/5/06,chen.jie@email.com,,7/30/24,202540,,,college board,Beijing No. 4 High School,,,
,3209149,3209149,Camila Santos,Camila,Santos,8/2/07,camila.santos@email.com,campus visit,8/17/24,202540,10/22/24,202540,college board,Colegio Pedro II,,,
,3177923,,Lawrence Harrington,Lawrence,Harrington,1/18/08,lawrence.harrington@email.com,,7/28/24,202540,,,social media,Stuyvesant High School,,,
,3552889,,Austin Osborne,Austin,Osborne,9/19/07,austin.osborne@email.com,,5/27/24,202540,,,email,Galileo Academy of Science and Technology,,,
,3451400,,James Bradley,James,Bradley,9/12/07,james.bradley@email.com,,8/21/24,202540,,,campus visit,Bellaire High School,,,
,3169617,,Meghan Rush,Meghan,Rush,5/21/07,meghan.rush@email.com,email,7/4/24,202540,8/6/24,202540,campus visit,Oakland Technical High School,,,
,3969313,,Gabriel Costa,Gabriel,Costa,6/6/06,gabriel.costa@email.com,,5/2/24,202540,,,college fair,Colegio Pedro II,,,
,3116700,,Phillip Berry,Phillip,Berry,10/30/08,phillip.berry@email.com,,8/11/24,202540,,,social media,C.K. McClatchy High School,,,
,3257450,3257450,Jennifer Banks,Jennifer,Banks,6/14/07,jennifer.banks@email.com,college fair,5/8/24,202540,8/22/24,202540,campus visit,The London Oratory School,,,
,3043718,3043718,Brian Fitzgerald,Brian,Fitzgerald,9/1/07,brian.fitzgerald@email.com,high school visit,5/25/24,202540,6/7/24,202540,social media,Northern Secondary School,,,
,3744986,,Rohan Patel,Rohan,Patel,4/26/07,rohan.patel@email.com,campus visit,5/22/24,202540,6/20/24,202540,college board,Delhi Public School R.K. Puram,,,
,3580247,3580247,Zachary Mitchell,Zachary,Mitchell,3/25/06,zachary.mitchell@email.com,college fair,5/20/24,202540,6/5/24,202540,college board,Austin High School,,,
,3738641,,Katherine Martinez,Katherine,Martinez,12/28/07,katherine.martinez@email.com,high school visit,7/5/24,202540,7/27/24,202540,email,Oakland Technical High School,,,
,3293510,3293510,Jodi Roach,Jodi,Roach,3/19/06,jodi.roach@email.com,college fair,7/8/24,202540,10/14/24,202540,campus visit,Fresno High School,,,
,3734171,3734171,Wei Zhang,Wei,Zhang,1/15/07,wei.zhang@email.com,campus visit,6/17/24,202540,7/20/24,202540,college board,Beijing No. 4 High School,,,
,3176552,,Brandon Fleming,Brandon,Fleming,5/2/07,brandon.fleming@email.com,,8/20/24,202540,,,campus visit,San Diego Charter High School,,,
,3352027,,Emma Reed,Emma,Reed,1/27/07,emma.reed@email.com,campus visit,7/25/24,202540,8/8/24,202540,campus visit,Paxon School for Advanced Studies,,,
,3827050,,Joshua Vance,Joshua,Vance,6/16/06,joshua.vance@email.com,campus visit,7/25/24,202540,8/20/24,202540,social media,Bellaire High School,,,
,3875704,,Luc Lefevre,Luc,Lefevre,1/3/06,luc.lefevre@email.com,,8/4/24,202540,,,campus visit,Lycee Louis-le-Grand,,,
,3294875,,Ananya Sharma,Ananya,Sharma,8/1/08,ananya.sharma@email.com,,8/9/24,202540,,,campus visit,Delhi Public School R.K. Puram,,,
,3540788,,Rebecca Hicks,Rebecca,Hicks,9/9/07,rebecca.hicks@email.com,,7/22/24,202540,,,email,The London Oratory School,,,
,3596052,,Curtis Taylor,Curtis,Taylor,9/26/06,curtis.taylor@email.com,college board,7/11/24,202540,7/23/24,202540,social media,Bellaire High School,,,
,3342998,,Allison Spencer,Allison,Spencer,10/29/07,allison.spencer@email.com,,8/22/24,202540,,,college board,Fresno High School,,,
,3535594,,Chen Xue,Chen,Xue,12/8/08,chen.xue@email.com,,5/8/24,202540,,,college board,Beijing No. 4 High School,,,
,3916971,,Robert Arnold,Robert,Arnold,6/11/06,robert.arnold@email.com,,5/22/24,202540,,,campus visit,Central High School,,,
,3761619,,Angelica Parker,Angelica,Parker,3/27/07,angelica.parker@email.com,campus visit,5/16/24,202540,6/6/24,202540,college fair,Bellaire High School,,,
,3507492,,Kelly Hammond,Kelly,Hammond,8/31/08,kelly.hammond@email.com,,7/14/24,202540,,,college board,Anaheim High School,,,
,3269358,3269358,William Day,William,Day,12/9/06,william.day@email.com,college fair,6/24/24,202540,7/9/24,202540,email,Rondebosch Boys High School,,,
,3325761,,Michael Cooper,Michael,Cooper,3/20/06,michael.cooper@email.com,,8/17/24,202540,,,college fair,Anaheim High School,,,
,3744342,,Penny Bowman,Penny,Bowman,11/6/06,penny.bowman@email.com,,7/20/24,202540,,,campus visit,Dallas Science and Engineering Magnet,,,
,3471404,3471404,Vincent Reynolds,Vincent,Reynolds,3/25/06,vincent.reynolds@email.com,high school visit,8/7/24,202440,8/14/24,202440,college board,Bakersfield High School,,,
,3762234,,Amy Martinez,Amy,Martinez,11/28/08,amy.martinez@email.com,college fair,6/26/24,202440,8/11/24,202440,social media,C.K. McClatchy High School,,,
,3378147,3378147,Christopher Morris,Christopher,Morris,4/26/06,christopher.morris@email.com,college board,6/30/24,202440,11/4/24,202440,email,C.K. McClatchy High School,,,
,3907645,,Hannah Everett,Hannah,Everett,10/29/06,hannah.everett@email.com,college fair,8/9/24,202440,10/9/24,202440,social media,Paxon School for Advanced Studies,,,
,3904514,,Claire Moreau,Claire,Moreau,1/11/06,claire.moreau@email.com,,6/22/24,202440,,,college board,Lycee Louis-le-Grand,,,
,3734623,,Sarah King,Sarah,King,3/7/08,sarah.king@email.com,,6/20/24,202440,,,college board,Rondebosch Boys High School,,,
,3303935,,Krista Martinez,Krista,Martinez,8/30/08,krista.martinez@email.com,,5/27/24,202440,,,email,Bellaire High School,,,
,3493182,3493182,Joseph Shaw,Joseph,Shaw,3/31/07,joseph.shaw@email.com,social media,6/4/24,202440,6/9/24,202440,college board,Paxon School for Advanced Studies,,,
,3274515,,Todd Moore,Todd,Moore,3/13/07,todd.moore@email.com,college board,5/21/24,202440,5/29/24,202440,campus visit,The London Oratory School,,,
,3113929,,Michelle Jacobs,Michelle,Jacobs,4/2/07,michelle.jacobs@email.com,,7/15/24,202440,,,college board,Los Angeles Center for Enriched Studies,,,
,3103557,,Kristy Bryan,Kristy,Bryan,6/23/08,kristy.bryan@email.com,email,5/1/24,202440,6/26/24,202440,social media,San Jose High School,,,
,3947218,,Angel May,Angel,May,12/17/06,angel.may@email.com,,7/3/24,202440,,,email,Northern Secondary School,,,
,3971681,,Marilyn Wang,Marilyn,Wang,7/3/08,marilyn.wang@email.com,,5/21/24,202440,,,campus visit,Galileo Academy of Science and Technology,,,
,3927285,3927285,Mark Jimenez,Mark,Jimenez,10/17/07,mark.jimenez@email.com,high school visit,8/4/24,202440,3/15/24,202440,campus visit,Rondebosch Boys High School,,,
,3926038,,Donna Frye,Donna,Frye,3/30/07,donna.frye@email.com,college fair,7/17/24,202440,9/8/24,202440,campus visit,C.K. McClatchy High School,,,
,3998718,,Michael Evans,Michael,Evans,8/26/07,michael.evans@email.com,college fair,7/31/24,202440,8/14/24,202440,college fair,Galileo Academy of Science and Technology,,,
,3393163,,Anthony Gonzales,Anthony,Gonzales,9/9/06,anthony.gonzales@email.com,,6/24/24,202440,,,email,Los Angeles Center for Enriched Studies,,,
,3049642,3049642,Lawrence Edwards,Lawrence,Edwards,10/26/06,lawrence.edwards@email.com,social media,5/11/24,202440,7/14/24,202440,college fair,Bakersfield High School,,,
,3203413,,Aarav Patel,Aarav,Patel,10/31/06,aarav.patel@email.com,college fair,6/1/24,202440,11/19/24,202440,college fair,Delhi Public School R.K. Puram,,,
,3403005,,Bianca Wood,Bianca,Wood,4/15/06,bianca.wood@email.com,,8/22/24,202440,,,social media,Lane Tech College Prep,,,
,3660993,3660993,Emma Owens,Emma,Owens,6/20/06,emma.owens@email.com,college fair,7/4/24,202440,8/5/24,202440,email,Central High School,,,
,3395132,,David Davis,David,Davis,12/18/07,david.davis@email.com,college fair,7/15/24,202440,11/9/24,202440,college board,Anaheim High School,,,
,3259725,,James Gilbert,James,Gilbert,9/19/08,james.gilbert@email.com,,6/30/24,202440,,,college fair,Galileo Academy of Science and Technology,,,
,3527503,,Sophie Laurent,Sophie,Laurent,6/4/08,sophie.laurent@email.com,,7/20/24,202440,,,college board,Folsom High School,,,
,3766060,,Sean Moore,Sean,Moore,9/6/06,sean.moore@email.com,,6/3/24,202440,,,email,The London Oratory School,,,
,3520081,,Kenneth Edwards,Kenneth,Edwards,12/28/07,kenneth.edwards@email.com,,5/14/24,202440,,,college board,Northern Secondary School,,,
,3169453,3169453,Kathleen Robertson,Kathleen,Robertson,3/11/08,kathleen.robertson@email.com,college fair,5/24/24,202440,8/23/24,202440,social media,Fresno High School,,,
,3172860,,Mie Kobayakawa,Mie,Kobayakawa,11/17/08,mie.kobayakawa@email.com,,7/29/24,202440,,,campus visit,Tokyo Metropolitan Kokusai High School,,,
,3778861,,Alexander Landry,Alexander,Landry,2/5/08,alexander.landry@email.com,college board,7/14/24,202440,8/27/24,202440,social media,Rondebosch Boys High School,,,
,3929976,,Cindy Gomez,Cindy,Gomez,11/8/06,cindy.gomez@email.com,,6/5/24,202440,,,email,Bellaire High School,,,
,3117501,,Johnny Khan,Johnny,Khan,2/8/06,johnny.khan@email.com,campus visit,8/2/24,202440,6/3/24,202440,college fair,Phoenix Union Bioscience High School,,,
,3174411,,Julie Herrera,Julie,Herrera,12/2/08,julie.herrera@email.com,,6/30/24,202440,,,college fair,Lane Tech College Prep,,,
,3334542,3334542,Kazehiro Watanabe,Kazehiro,Watanabe,6/5/07,kazehiro.watanabe@email.com,social media,8/1/24,202440,10/9/24,202440,college board,Tokyo Metropolitan Kokusai High School,,,
,3037285,,Jessica Khan,Jessica,Khan,12/16/06,jessica.khan@email.com,,8/12/24,202440,,,college board,Bellaire High School,,,
,3678274,3678274,Pamela Diaz,Pamela,Diaz,8/13/08,pamela.diaz@email.com,high school visit,7/16/24,202440,6/19/24,202440,social media,Fresno High School,,,
,3000308,,Kelly Lee,Kelly,Lee,4/5/07,kelly.lee@email.com,,5/11/24,202440,,,college board,San Jose High School,,,
,3569436,3569436,Angel Gordon,Angel,Gordon,6/19/08,angel.gordon@email.com,college board,5/27/24,202440,8/19/24,202440,email,Galileo Academy of Science and Technology,,,
,3734100,,Diana Hays,Diana,Hays,3/15/06,diana.hays@email.com,,7/8/24,202440,,,campus visit,Austin High School,,,
,3844189,,Barbara Hester,Barbara,Hester,7/16/07,barbara.hester@email.com,,6/17/24,202440,,,campus visit,Galileo Academy of Science and Technology,,,
,3116324,,Robert Morgan,Robert,Morgan,9/17/08,robert.morgan@email.com,high school visit,6/29/24,202440,7/3/24,202440,campus visit,Galileo Academy of Science and Technology,,,
,3614609,,Nicole Gonzalez,Nicole,Gonzalez,10/20/07,nicole.gonzalez@email.com,,8/2/24,202440,,,college fair,Paxon School for Advanced Studies,,,
,3852223,,Mia Hoffmann,Mia,Hoffmann,1/7/06,mia.hoffmann@email.com,,8/31/24,202440,,,college board,Rocklin High School,,,
,3495845,,Kathryn Williams,Kathryn,Williams,2/11/06,kathryn.williams@email.com,social media,5/15/24,202440,6/2/24,202440,campus visit,San Jose High School,,,
,3088522,,Gary Wells,Gary,Wells,8/24/07,gary.wells@email.com,high school visit,6/7/24,202440,7/8/24,202440,social media,The London Oratory School,,,
,3814301,,Larry Robertson,Larry,Robertson,12/21/07,larry.robertson@email.com,,8/27/24,202440,,,college board,Lane Tech College Prep,,,
,3173331,3173331,Jonas Schneider,Jonas,Schneider,12/28/07,jonas.schneider@email.com,college board,6/16/24,202440,6/20/24,202440,email,Heinrich-Hertz-Gymnasium,,,
,3435502,3435502,Xiao Mei,Xiao,Mei,2/28/08,xiao.mei@email.com,email,5/30/24,202440,7/17/24,202440,campus visit,Beijing No. 4 High School,,,
,3781785,,Louis Martin,Louis,Martin,10/16/06,louis.martin@email.com,,7/25/24,202440,,,college fair,San Jose High School,,,
,3813109,,Nancy Evans,Nancy,Evans,5/28/06,nancy.evans@email.com,,8/9/24,202440,,,email,San Jose High School,,,
,3678454,,Kim Erickson,Kim,Erickson,6/22/07,kim.erickson@email.com,,6/21/24,202440,,,college fair,Sydney Boys High School,,,
