id,prospect_id,applicant,full_name,first_name,last_name,birthdate,email_address,inquiry_source,date_first_prospect,prospect_academic_term,date_first_inquire,inquiry_academic_term,prospect_source,hs_name,school_type,feeder_engagement,socal_expansion
,3941905,3941905,Ayako Goto,Ayako,Goto,2/3/06,ayako.goto@email.com,social media,4/17/24,202540,2/18/24,202540,college board,Central High School,,,
,3124375,,Yamato Sato,Yamato,Sato,7/17/07,yamato.sato@email.com,college board,7/24/24,202540,7/5/24,202540,email,Tokyo Metropolitan Kokusai High School,,,
,3013452,3013452,Lucas Gomes,Lucas,Gomes,3/15/06,lucas.gomes@email.com,high school visit,10/14/24,202440,9/6/24,202440,campus visit,Lycee Louis-le-Grand,,,
,3305903,3305903,Ronald White,Ronald,White,4/9/08,ronald.white@email.com,college board,12/8/24,202440,11/21/24,202440,college board,Central High School,,,
,3198713,,Raphaël Leroy,Raphaël,Leroy,7/28/07,raphaël.leroy@email.com,high school visit,5/24/24,202540,5/9/24,202540,college fair,San Diego Charter High School,,,
,3441620,,Michael Köhler,Michael,Köhler,1/4/08,michael.köhler@email.com,email,5/12/24,202540,3/21/24,202540,email,Lane Tech College Prep,,,
,3882433,,Samantha Martinez,Samantha,Martinez,1/20/08,samantha.martinez@email.com,high school visit,6/14/24,202540,6/27/24,202540,college fair,Lycee Louis-le-Grand,,,
,3752732,,Emily Molewa,Emily,Molewa,8/15/08,emily.molewa@email.com,campus visit,1/13/24,202540,1/25/24,202540,email,Phoenix Union Bioscience High School,,,
,3074312,,Benjamin Mkhize,Benjamin,Mkhize,9/22/08,benjamin.mkhize@email.com,high school visit,4/6/24,202540,3/15/24,202540,college fair,Phoenix Union Bioscience High School,,,
,3423693,,Brian Perez,Brian,Perez,7/7/06,brian.perez@email.com,high school visit,9/27/24,202440,9/26/24,202440,college board,C.K. McClatchy High School,,,
,3864784,3864784,Soo-jin Son,Soo-jin,Son,5/7/08,soo-jin.son@email.com,email,1/13/24,202540,1/1/24,202540,college board,Austin High School,,,
,3063740,,Peng Zhao,Peng,Zhao,11/2/08,peng.zhao@email.com,campus visit,4/13/24,202540,5/13/24,202540,email,Galileo Academy of Science and Technology,,,
,3748423,3748423,Da-eun Chung,Da-eun,Chung,1/18/06,da-eun.chung@email.com,college board,8/13/24,202440,8/27/24,202440,campus visit,Dallas Science and Engineering Magnet,,,
,3524206,3524206,Olivia Mabena,Olivia,Mabena,5/28/06,olivia.mabena@email.com,campus visit,9/16/24,202440,8/20/24,202440,college board,Beijing No. 4 High School,,,
,3422643,3422643,Tao Wang,Tao,Wang,9/15/08,tao.wang@email.com,campus visit,4/19/24,202540,4/4/24,202540,campus visit,Beijing No. 4 High School,,,
,3781114,,Ji-woo Shin,Ji-woo,Shin,8/16/07,ji-woo.shin@email.com,social media,6/21/24,202540,6/6/24,202540,email,Rocklin High School,,,
,3499299,,James Lee,James,Lee,1/22/08,james.lee@email.com,college board,8/15/24,202440,8/13/24,202440,campus visit,The London Oratory School,,,
,3974605,,Elizabeth Smith,Elizabeth,Smith,2/15/06,elizabeth.smith@email.com,college board,12/26/24,202440,11/23/24,202440,campus visit,Beijing No. 4 High School,,,
,3013319,,Ryan Ramirez,Ryan,Ramirez,10/24/07,ryan.ramirez@email.com,college board,4/9/24,202540,2/13/24,202540,campus visit,Los Angeles Center for Enriched Studies,,,
,3742248,,Diya Reddy,Diya,Reddy,6/17/08,diya.reddy@email.com,email,4/20/24,202540,5/1/24,202540,campus visit,Galileo Academy of Science and Technology,,,
,3452009,,Paul Williams,Paul,Williams,7/18/08,paul.williams@email.com,high school visit,6/22/24,202540,6/25/24,202540,college board,Beijing No. 4 High School,,,
,3767449,,Beatriz Ferreira,Beatriz,Ferreira,2/4/07,beatriz.ferreira@email.com,high school visit,9/10/24,202440,8/7/24,202440,college fair,Colegio Pedro II,,,
,3352232,3352232,Advait Kumar,Advait,Kumar,4/12/07,advait.kumar@email.com,college board,6/24/24,202540,5/23/24,202540,college board,Delhi Public School R.K. Puram,,,
,3166963,3166963,Diya Ali,Diya,Ali,10/19/08,diya.ali@email.com,social media,8/7/24,202440,9/3/24,202440,social media,Beijing No. 4 High School,,,
,3508538,3508538,Da-eun Chung,Da-eun,Chung,3/20/08,da-eun.chung@email.com,high school visit,1/28/24,202540,1/5/24,202540,college fair,Stuyvesant High School,,,
,3947449,,Abigail Scott,Abigail,Scott,12/19/08,abigail.scott@email.com,college board,12/27/24,202440,12/10/24,202440,campus visit,San Jose High School,,,
,3615060,,Jin-woo Yoo,Jin-woo,Yoo,2/4/08,jin-woo.yoo@email.com,college fair,2/7/24,202540,1/12/24,202540,college board,Los Angeles Center for Enriched Studies,,,
,3078093,,Keiko Murakami,Keiko,Murakami,7/18/07,keiko.murakami@email.com,college fair,11/25/24,202440,10/26/24,202440,college fair,Los Angeles Center for Enriched Studies,,,
,3829235,,Mie Ikeda,Mie,Ikeda,5/7/06,mie.ikeda@email.com,college board,6/22/24,202540,5/19/24,202540,campus visit,Tokyo Metropolitan Kokusai High School,,,
,3528831,,Carol Robinson,Carol,Robinson,5/16/06,carol.robinson@email.com,college board,9/14/24,202440,8/7/24,202440,email,Central High School,,,
,3876283,,Hannah Hill,Hannah,Hill,7/5/06,hannah.hill@email.com,high school visit,12/1/24,202440,11/13/24,202440,college fair,San Jose High School,,,
,3760437,,Saburo Murakami,Saburo,Murakami,8/4/07,saburo.murakami@email.com,social media,10/9/24,202440,8/19/24,202440,social media,Rocklin High School,,,
,3547559,,Dong-hyun Yoon,Dong-hyun,Yoon,2/2/06,dong-hyun.yoon@email.com,high school visit,5/20/24,202540,4/28/24,202540,college board,San Jose High School,,,
,3077106,3077106,Daniel Van Niekerk,Daniel,Van Niekerk,3/25/08,daniel.van niekerk@email.com,college board,7/26/24,202540,7/15/24,202540,campus visit,Phoenix Union Bioscience High School,,,
,3652044,,Daniel Fernandes,Daniel,Fernandes,12/25/07,daniel.fernandes@email.com,high school visit,11/7/24,202440,11/30/24,202440,campus visit,Bellaire High School,,,
,3941142,,Jonas Müller,Jonas,Müller,7/15/08,jonas.müller@email.com,high school visit,7/12/24,202540,7/8/24,202540,college board,Heinrich-Hertz-Gymnasium,,,
,3461732,,Hannah Wolf,Hannah,Wolf,11/5/08,hannah.wolf@email.com,campus visit,9/22/24,202440,9/20/24,202440,college board,C.K. McClatchy High School,,,
,3935106,,Felix Neumann,Felix,Neumann,2/1/06,felix.neumann@email.com,social media,3/4/24,202540,2/6/24,202540,college board,Beijing No. 4 High School,,,
,3221282,,Thomas Rousseau,Thomas,Rousseau,4/17/06,thomas.rousseau@email.com,college board,7/23/24,202540,7/5/24,202540,email,Lycee Louis-le-Grand,,,
,3459168,,Pierre Martin,Pierre,Martin,12/4/08,pierre.martin@email.com,college fair,10/24/24,202440,10/23/24,202440,college board,Lycee Louis-le-Grand,,,
,3865702,,Evelyn Mkhize,Evelyn,Mkhize,7/10/06,evelyn.mkhize@email.com,college board,11/14/24,202440,10/17/24,202440,email,Bakersfield High School,,,
,3719529,,Wei Du,Wei,Du,9/7/08,wei.du@email.com,social media,11/20/24,202440,11/3/24,202440,social media,Beijing No. 4 High School,,,
,3743293,,Harper Van Wyk,Harper,Van Wyk,4/12/06,harper.van wyk@email.com,campus visit,12/3/24,202440,10/25/24,202440,college board,Sydney Boys High School,,,
,3769416,3769416,Jun Jiang,Jun,Jiang,4/26/06,jun.jiang@email.com,college board,8/15/24,202440,8/2/24,202440,email,Dallas Science and Engineering Magnet,,,
,3467151,,Keiko Watanabe,Keiko,Watanabe,6/18/08,keiko.watanabe@email.com,campus visit,3/30/24,202540,2/21/24,202540,campus visit,Tokyo Metropolitan Kokusai High School,,,
,3627925,,Ethan Morgan,Ethan,Morgan,10/8/08,ethan.morgan@email.com,college fair,1/3/24,202540,1/10/24,202540,college board,Dallas Science and Engineering Magnet,,,
,3913700,3913700,John Robinson,John,Robinson,4/10/08,john.robinson@email.com,social media,3/10/24,202540,3/25/24,202540,social media,Bellaire High School,,,
,3184545,3184545,Jackson Watson,Jackson,Watson,9/2/06,jackson.watson@email.com,email,4/7/24,202540,5/4/24,202540,email,Stuyvesant High School,,,
,3582717,,Liam Van der Walt,Liam,Van der Walt,8/8/08,liam.van der walt@email.com,college board,7/4/24,202540,6/8/24,202540,campus visit,Beijing No. 4 High School,,,
,3222350,,Ethan Cooper,Ethan,Cooper,8/23/07,ethan.cooper@email.com,high school visit,11/27/24,202440,10/3/24,202440,campus visit,Galileo Academy of Science and Technology,,,
,3432123,,Jun-woo Lee,Jun-woo,Lee,5/26/08,jun-woo.lee@email.com,college board,12/25/24,202440,12/14/24,202440,email,San Diego Charter High School,,,
,3094211,,Rodrigo Martins,Rodrigo,Martins,1/7/08,rodrigo.martins@email.com,campus visit,6/4/24,202540,4/29/24,202540,campus visit,Lycee Louis-le-Grand,,,
,3183479,,Mia Maseko,Mia,Maseko,11/12/08,mia.maseko@email.com,high school visit,6/3/24,202540,5/25/24,202540,college board,Heinrich-Hertz-Gymnasium,,,
,3416098,,Rin Inoue,Rin,Inoue,8/25/06,rin.inoue@email.com,campus visit,7/10/24,202540,6/3/24,202540,college board,Folsom High School,,,
,3671192,3671192,Akiko Sato,Akiko,Sato,4/21/08,akiko.sato@email.com,campus visit,1/29/24,202540,1/15/24,202540,college board,Tokyo Metropolitan Kokusai High School,,,
,3971159,3971159,Emily Mkhize,Emily,Mkhize,3/18/08,emily.mkhize@email.com,campus visit,4/29/24,202540,3/31/24,202540,campus visit,Bellaire High School,,,
,3497386,,Scarlett Walker,Scarlett,Walker,9/2/08,scarlett.walker@email.com,social media,8/4/24,202440,8/4/24,202440,social media,Dallas Science and Engineering Magnet,,,
,3950390,,George Roberts,George,Roberts,11/26/07,george.roberts@email.com,college fair,9/14/24,202440,9/3/24,202440,college board,Lycee Louis-le-Grand,,,
,3031780,,Daisy Taylor,Daisy,Taylor,10/2/07,daisy.taylor@email.com,social media,5/28/24,202540,6/24/24,202540,social media,The London Oratory School,,,
,3486544,,Kyra Verma,Kyra,Verma,11/23/06,kyra.verma@email.com,college fair,3/15/24,202540,4/4/24,202540,campus visit,Delhi Public School R.K. Puram,,,
,3475533,,Pranav Banerjee,Pranav,Banerjee,6/19/06,pranav.banerjee@email.com,email,4/13/24,202540,2/26/24,202540,campus visit,Delhi Public School R.K. Puram,,,
,3228635,3228635,Ichiro Ishii,Ichiro,Ishii,5/12/08,ichiro.ishii@email.com,college board,5/15/24,202540,6/10/24,202540,campus visit,Phoenix Union Bioscience High School,,,
,3110568,,Samantha Ramirez,Samantha,Ramirez,7/13/06,samantha.ramirez@email.com,high school visit,8/29/24,202440,8/6/24,202440,college fair,Austin High School,,,
,3379330,,Michael Lopez,Michael,Lopez,6/10/07,michael.lopez@email.com,social media,9/17/24,202440,9/27/24,202440,social media,Anaheim High School,,,
,3947817,,Taro Okada,Taro,Okada,2/4/07,taro.okada@email.com,college board,9/2/24,202440,8/3/24,202440,campus visit,Galileo Academy of Science and Technology,,,
,3112644,,Lucas Pereira,Lucas,Pereira,9/15/06,lucas.pereira@email.com,college board,5/7/24,202540,3/24/24,202540,email,Lycee Louis-le-Grand,,,
,3815733,,Nicolas Martinez,Nicolas,Martinez,7/19/07,nicolas.martinez@email.com,campus visit,10/26/24,202440,9/6/24,202440,email,Lycee Louis-le-Grand,,,
,3261342,,Thomas Schmitt,Thomas,Schmitt,11/28/07,thomas.schmitt@email.com,college fair,7/16/24,202540,7/22/24,202540,college fair,Lycee Louis-le-Grand,,,
,3997929,3997929,Michael Weber,Michael,Weber,12/3/07,michael.weber@email.com,college board,8/18/24,202440,8/31/24,202440,campus visit,Heinrich-Hertz-Gymnasium,,,
